date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:40	37234/37234	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-9172%22	https://themewagon.github.io/logistica/index.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/index.html	(from )
16:45:41	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22672c11f8-239b%22	https://themewagon.github.io/robots.txt		(from )
16:45:41	9520/9520	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22639ff25d-2530%22	https://themewagon.github.io/logistica/img/favicon.ico	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/favicon.ico	(from https://themewagon.github.io/logistica/index.html)
16:45:41	56517/56517	---M-Z	200	added ('OK')	text/css	etag:%225eb03e60-dcc5%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	C:/My%20Web%20Sites/SRB%20Enterprise/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	(from https://themewagon.github.io/logistica/index.html)
16:45:42	63666/63666	---M-Z	200	added ('OK')	text/css	etag:W/%22f8b2-v7ZMVELJO4O8jF4rcNGwrm8YAaE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	C:/My%20Web%20Sites/SRB%20Enterprise/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	(from https://themewagon.github.io/logistica/index.html)
16:45:42	16953/16953	---M-Z	200	added ('OK')	text/css	etag:W/%22639ff25d-4239%22	https://themewagon.github.io/logistica/lib/animate/animate.min.css	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/lib/animate/animate.min.css	(from https://themewagon.github.io/logistica/index.html)
16:45:43	2936/2936	---M-Z	200	added ('OK')	text/css	etag:W/%22639ff25d-b78%22	https://themewagon.github.io/logistica/lib/owlcarousel/assets/owl.carousel.min.css	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/lib/owlcarousel/assets/owl.carousel.min.css	(from https://themewagon.github.io/logistica/index.html)
16:45:43	164123/164123	---M-Z	200	added ('OK')	text/css	etag:W/%22639ff25d-2811b%22	https://themewagon.github.io/logistica/css/bootstrap.min.css	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/css/bootstrap.min.css	(from https://themewagon.github.io/logistica/index.html)
16:45:43	9210/9210	---M-Z	200	added ('OK')	text/css	etag:W/%22639ff25d-23fa%22	https://themewagon.github.io/logistica/css/style.css	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/css/style.css	(from https://themewagon.github.io/logistica/index.html)
16:45:43	19599/19599	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-4c8f%22	https://themewagon.github.io/logistica/about.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/about.html	(from https://themewagon.github.io/logistica/index.html)
16:45:44	16510/16510	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-407e%22	https://themewagon.github.io/logistica/service.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/service.html	(from https://themewagon.github.io/logistica/index.html)
16:45:44	16323/16323	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-3fc3%22	https://themewagon.github.io/logistica/price.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/price.html	(from https://themewagon.github.io/logistica/index.html)
16:45:44	13590/13590	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-3516%22	https://themewagon.github.io/logistica/feature.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/feature.html	(from https://themewagon.github.io/logistica/index.html)
16:45:45	11804/11804	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-2e1c%22	https://themewagon.github.io/logistica/quote.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/quote.html	(from https://themewagon.github.io/logistica/index.html)
16:45:45	16363/16363	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-3feb%22	https://themewagon.github.io/logistica/team.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/team.html	(from https://themewagon.github.io/logistica/index.html)
16:45:45	12268/12268	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-2fec%22	https://themewagon.github.io/logistica/testimonial.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/testimonial.html	(from https://themewagon.github.io/logistica/index.html)
16:45:45	9520/9520	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-2530%22	https://themewagon.github.io/logistica/404.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/404.html	(from https://themewagon.github.io/logistica/index.html)
16:45:46	12284/12284	---M-Z	200	added ('OK')	text/html	etag:W/%22639ff25d-2ffc%22	https://themewagon.github.io/logistica/contact.html	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/contact.html	(from https://themewagon.github.io/logistica/index.html)
16:45:46	158626/158626	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-26ba2%22	https://themewagon.github.io/logistica/img/carousel-1.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/carousel-1.jpg	(from https://themewagon.github.io/logistica/index.html)
16:45:46	176455/176455	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-2b147%22	https://themewagon.github.io/logistica/img/carousel-2.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/carousel-2.jpg	(from https://themewagon.github.io/logistica/index.html)
16:45:47	23020/23020	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-59ec%22	https://themewagon.github.io/logistica/img/about.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/about.jpg	(from https://themewagon.github.io/logistica/index.html)
16:45:47	11706/11706	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-2dba%22	https://themewagon.github.io/logistica/img/service-1.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/service-1.jpg	(from https://themewagon.github.io/logistica/index.html)
16:45:47	13010/13010	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-32d2%22	https://themewagon.github.io/logistica/img/service-2.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/service-2.jpg	(from https://themewagon.github.io/logistica/index.html)
16:45:47	13454/13454	---M--	200	added ('OK')	image/jpeg	etag:%22639ff25d-348e%22	https://themewagon.github.io/logistica/img/service-3.jpg	C:/My%20Web%20Sites/SRB%20Enterprise/themewagon.github.io/logistica/img/service-3.jpg	(from https://themewagon.github.io/logistica/index.html)
